timestamp,latitude,longitude
2026-02-13 02:55:13,18.5453,22.2449
2026-02-13 02:55:22,18.9868,22.6117
2026-02-13 02:55:24,19.0601,22.6729
2026-02-13 02:55:26,19.1578,22.7545
2026-02-13 02:55:29,19.3042,22.8772
2026-02-13 02:55:30,19.3774,22.9386
2026-02-13 02:55:32,19.4505,23.0001
2026-02-13 02:55:34,19.548,23.0822
2026-02-13 02:55:36,19.6455,23.1644
2026-02-13 02:55:37,19.7185,23.2261
